ID,留言编号,留言用户,留言主题,留言时间,留言详情,反对数,点赞数
0,232381,A00011712,A7县星沙灰埠大市场16栋垃圾站恶臭熏天,2019/8/14 19:09,领导好星沙灰埠大市场16栋有个垃圾站该站长期散发恶臭缺乏有效管理可能因为该站的垃圾压缩箱底下没有有效的自动排污水措施垃圾流出的污水都沉积在压缩箱底好多天都无人清理积水以致积水越来越臭周围几栋居民深受其害每天都要捂鼻屏息才敢经过尤其早上垃圾外运提升垃圾箱时恶臭迅速从箱底蔓延开来延伸到我们周围住户家房间里楼道里都充满臭味久久不能挥散恳请领导帮我们解决问题特此感谢,0,0
0,232429,A00025018,请问A市为什么要禁摩？,2019/9/30 11:50,类似于安全问题就不用解释了毕竟对人不对物一个工具本身是不会有危险的制造危险的是人如果说一个交通工具能撞死人那就太牵强了还有什么尾气之类的理由也别解释了毕竟比汽车尾气少五六倍,0,0
0,233520,A00016523,在A市楚雅附二后面文艺新村附近停车被打，请还受害者一个公道,2019/2/18 22:14,我是张阳名西地省K3县人身份证号因我爱人在A1区人民中路楚雅附二就医我于2月18日早上950被人收取50元停车费后将车车牌号楚mc停在楚雅附二后面文艺新村8栋楼下1450我与我的儿子5岁坐在车里等我爱人时听到车辆发出一声碰撞声这时我的车前方有一人在继续指挥车辆行驶并说没事往前开我立即下车查看发现一辆黑色轿车右后方与我的车前保险杠右方碰在一起我于是问了一句怎么碰车了这时指挥车辆行驶的人立即左手抓住我的领口在我脸上打了一拳我还没有来得及反应过来又冲来了四五个人对我拳打脚踢殴打过程中我始终没有还手我一直央求他们不要打了但是他们没有任何收敛将我从8栋楼下一直打到了4栋楼下所幸被现场几个收停车费的大姐拉开才保住一命事件导致我头部脸部颈部腹部腿部受伤想不到全国打黑除恶这么强大的攻势下A市黑恶势力还这么猖獗可以在派出所的门口肆意殴打他人殴打地点离文艺新村派出所距离不足百米事件发生后我已向文艺新村派出所报案但当地居民向我说打人的那帮人是当地的地头蛇纷纷要我息事宁人否则会出大事我一名普通百姓平白无故的受到这么大的伤害不管付出再大代价也要让犯罪分子受相应的惩罚希望领导能伸张正义严惩黑恶势力,0,1
0,239582,A00036974,A1区木村安置小区广场健身舞扰民,2019/10/9 8:06,原本小区已经有一个广场舞现在又新来一个健身广场舞有过之无不及音乐非常大声动次打次的节奏非常强吵的脑壳痛报警出警无果请领导协商处理,0,0
0,240701,A00025942,A4区通太街寿星街105号邻边违章建筑拆除后围挡不严，有安全隐患,2019/2/26 10:04,通太街寿星街105号邻边多年违章建筑19年2月1日拆除后围档不严实造成邻边居民楼被偷盗不安全隐患以及小孩爬围墙摔伤事件请职能部门解决,0,0
0,252973,A00016523,在A市楚雅附二文艺新村8栋楼附近停车无故被殴打，请还受害者一个公道,2019/2/18 22:02,我是张名阳西地省K3县人身份证号因我爱人在A1区人民中路楚雅附二就医我于2月18日早上950被人收取50元停车费后将车车牌号楚mc停在楚雅附二后面文艺新村8栋楼下1450我与我的儿子5岁坐在车里等我爱人时听到车辆发出一声碰撞声这时我的车前方有一人在继续指挥车辆行驶并说没事往前开我立即下车查看发现一辆黑色轿车右后方与我的车前保险杠右方碰在一起我于是问了一句怎么碰车了这时指挥车辆行驶的人立即左手抓住我的领口在我脸上打了一拳我还没有来得及反应过来又冲来了四五个人对我拳打脚踢殴打过程中我始终没有还手我一直央求他们不要打了但是他们没有任何收敛将我从8栋楼下一直打到了4栋楼下所幸被现场几个收停车费的大姐拉开才保住一命事件导致我头部脸部颈部腹部腿部受伤想不到全国打黑除恶这么强大的攻势下A市黑恶势力还这么猖獗可以在派出所的门口肆意殴打他人殴打地点离文艺新村派出所距离不足百米事件发生后我已向文艺新村派出所报案但当地居民向我说打人的那帮人是当地的地头蛇纷纷要我息事宁人否则会出大事我一名普通百姓平白无故的受到这么大的伤害不管付出再大代价也要让犯罪分子受相应的惩罚希望领导能伸张正义严惩黑恶势力,0,1
0,253351,A00039275,A市A1区文艺新村社区公共停车区域被一业主强占做生意,2019/7/23 9:50,我是居住在A1区文艺新村社区的一名住户每栋楼楼下的公共区域已被居住在一楼的老奶奶全部霸占不准任何人停车只能自己在外面拉来的客户停车有些时候在楼下停一会上楼拿个东西下来轮胎就被锁了找人又找不到无奈只能打车出行想要解锁还要专门在楼下等她她什么时候拉到客户什么时候来帮你解锁态度还十分恶劣而且停车费用也不合理半天20一天40被锁胎之后还要另外收取费用我就想问一下在这些公共场合收取高额停车费没人管的吗,0,1
0,254756,A0006585,反映A1区兴和社区厕所问题,2019/10/21 10:06,我去年只是一个建言建议我一向的处事原则是事不关己高高挂起所以去年的并非投诉像从去年到今年就是A市A1区兴和社区本地人经常跟我说你在我们这里生活二十年左右了也算是半个这里的人社区有不合理不好的地方也给领导建议建议像前不久有很多人说兴和社区厕所一样本来每个区厕所是另外修的全部做厕所用而兴和社区A区的厕所却把三分之一强的地方租出去给商户做门面致使男女厕所都非常拥挤特别是男厕所兴和社区A区有19栋楼只有三个厕所每天都排队还有兴和社区的本地人问那个租的钱去了哪里干什么了等等要我拍照反映我没有拍照不想出风头他们就紧跟着我逼我发信息当时因为不愿意所以没有发给您和市长他们看着盯着的我没办法就只给A1区政府微信公众号里面发了一个信息这一切都可以查证接着我在我的微博也说了事不关己高高挂起为什么兴和社区火星街道及A1区要做老虎屁股摸不得老百姓不能建言,0,0
0,255228,A00092401,A7县欢乐颂女人馆旁电动车被盗，求帮助解决,2019/7/20 22:40,警示告示本人于2019711号下午2点30分将一辆蓝色迅鹰款后面有蜂鸟专业配送箱的环行电动车停放于欢乐颂女人馆门面旁被人在2019712早晨7点零6分8秒穿着一件紫色雨衣带帽边穿着7分裤脚穿凉鞋从圆梦康乐城里面经过消防通道不锈钢大门出门左转于7点零7分38秒骑着离开走的是门面前面经过考拉心相邻A1区兴盛汽车维修店诊所电动车维修店在入门口左转于7点零8分13秒进入东二路往望仙路驶出消失在本小区监控范围以外本人兼职以下达达闪送蜂鸟uu美团五大跑腿服务平台本警示告示贴次处保留十天以此警告十天后本人自行撤走希望本小区各位业主警惕715各位领导您好这以是被盗的第四辆只有这次有监控拍到了小偷骑走的全过程本来这次我是打算贴十天就自行撤了但是通过监控我发现嫌疑人而且我贴在本小区2栋的告示被人故意破坏像是故意帮助小偷不是物业公司的人撕毁的我贴两次都被故意破坏希望各位领导帮我一下调取天眼监控查看一下找回我的车辆再次感谢各位领导,0,1
0,257537,A00063234,A3区青山路（麓谷小镇）处马路上下水道溢出粪便快二个月了,2019/1/16 10:31,青山路麓谷小镇处马路上下水道溢出粪便快二个月了臭气熏天无人处理马上要过年了求政府处理一下,0,0
0,258051,A00015860,A1区车站北路王府花园二栋六楼有高空坠物隐患,2019/7/29 16:12,A市A1区车站北路王府花园二栋六楼B座女业主将花盆吊于阳台外侧下面就是本栋几百人的出入大门通道口通过物业和直接联系拒不清除置别人安全于不顾社会上那么多血淋淋的教训也无法打动她们的冷漠无情鉴于构成严重综治安全隐患事主又无理抗拒只有投诉希望有权部门介入处置消除重大安全隐患同时请求对事主进行严肃的批评教育提高市民素质严肃惩治无良事主,0,0
0,267749,A00052674,A7县松雅湖东部湖中塑木走廊大部分都松动了,2019/9/15 15:01,松雅湖东部湖中塑木走廊三步一个洞大部分都松动了变成了跷跷板晚上散步是陷阱请相关领导尽快处理有关安全事切记不能拖,0,0
0,275710,A00074933,投诉A2区浦沅水竹街层上观邸1栋水果店违建,2019/11/25 17:21,举报A市A2区浦沅水竹街层上观邸1栋水果店擅自将消防栓及周边各户总水开关管控在拉门内将房产证面积15平方扩大到30多平方违规搭建超过3米多宽并且在外面做拉门如果深夜周边发生火灾将面临无水可用后果不堪设想希望有关部门引起重视消除安全隐患,0,0
0,278781,A000102246,A3区含浦中海国际5期小区门口菜市场污染环境,2019/12/15 19:55,位置在A3区含浦中海国际5期农贸市场在5栋和6栋之间门面全部打通改成做的周围臭气熏天现在天凉了还有所好转里面卖鸡卖鱼的还缺斤少两亲身经历还有不知道证件齐全不希望负责部门能处理万分感谢,0,0
0,281873,A00037389,A7县色情行业泛滥，酒店到处都是色情卡片,2019/5/22 18:32,本人5月份在东六路莫林精选酒店住宿时每天房门口丢的到处是色情卡片甚至还有小姐敲门后声称进错房间的情况我向酒店工作人员反映酒店表示属于外来人员投放无法杜绝怕对方报复难道星沙A7县涉黄人员这么猖狂了试问相关部门在做什么有没有管控过酒店方有没有实行来访一人一登记呢假如有不经过登记的人员直接敲门出现敲诈偷盗行为客户的人身财产安全由谁来负责呢,3,3
0,284883,A00050568,A7县黄花镇大兴村龙凤桥桥上的护栏太稀,2019/7/4 14:27,A7县黄花镇大兴村龙凤桥桥上的护栏太稀小孩很容易钻过去存在很大的安全隐患希望政府部门能管理一下,0,0
2,205676,A0006565,凭什么要剥夺西地省高速基层员工的事业编制？,2019/4/24 14:50,西地省高速公路经过这些年的飞速发展已经度过了他的黄金时段开始走下坡路了作为一个单位一个企业我们每一个成员都是其的组成部分都会一荣俱荣一损俱损大家同呼吸共命运可西地省高速不一样经过前期的改革后领导干部的收入水平已经甩开基层员工好几条大街了他们的工资成倍的往上涨可是基层员工的工资收入始终停留在原地大家可以想象一下以现在的物价水平一个月三千多的工资能买些什么就算是不吃不喝想在A市买套房子娶个媳妇结婚那都是天方夜谭真不知道这是上级部门的决定还是总公司自己制定的工资制度现在的工资条上已经看不到领导的工资了可能是考虑到领导发的太多了怕基层员工看到伤心也可能是因为这种工资发放制度是违规的怕有人拿到证据去上访总之总公司和管理处的领导们为这事真是煞费苦心啊如果上面的领导真的有心为基层员工考虑也不会出现前段时间网上铺天盖地的投诉和维权帖子了其中列举了许多目前存在的问题和弊端其实大家的意愿是好的希望能通过自己的一点微薄之力给领导者建言献策让这个企业变得更好也让自己能更好可上面非但没有采纳也没有任何的回复而是紧急下文要求各个管理处做好维稳工作其做法真是令人寒心到极点人在做天在看我们这些基层员工不是恐怖份子也不会无端闹事只是想通过一个合法合规的渠道来进行维权而已今天作为一个高速公路的老员工我要继续在这发声为那些把青春和梦想都奉献给西地省高速的基层员工讨个说法凭什么无声无息的剥夺了我们的事业编制事业编制的剥离国家会给予一定的补偿可我们基层员工什么都没有凭什么领导的工资是基层员工的倍数级大家都清楚我们西地省高速的那些领导是个什么样的水平其中好大一部分是以前领导的司机甚至还有厨师和水电工可想而知在这种靠着关系上位拿着交钱就能拿到的野鸡大学文凭到处忽悠人的领导下工作试问能带出一个好的团队来吗所谓上梁不正下梁歪这就是现状总公司在向省里汇报工作的时候总是说我们西地省高速亏损可是作为一个连年亏损企业哪来的钱给领导们加工资难道不是要降工资来度过难关吗可能我想的有点天真吧可就算是加工资是不是也要给基层员工加怎么单就给领导加了而且还加了不少大家应该不会介意领导和基层员工一起降薪来为我们的公司做点贡献只会介意领导和我们基层员工差距越拉越大距离越来越远毕竟辛苦的是我们这些基层员工我只希望好刚要用在刀刃上有水一起趟有火一起扑这才是好领导现在在西地省高速已经没有活力没有激情没有奋斗没有奉献更没有凝聚力领导们自私自立员工们也是得过且过没有一点工作积极性在这样的工作环境中整个人都会越来越慵懒越来越颓废所以恳求上级部门重新重视我们重新重视西地省高速给我们这些员工一个安定团结的家让我们成为建设好人民满意交通的践行者,0,0
2,206683,A000103697,A市维楚有限公司关闭，患病的职工该何去何从,2019/7/16 12:10,尊敬的省人事厅领导我是西地省维楚有限公司的一名职工患有精神分裂症已有十九年现在维楚有限公司关闭撤销要求职工协商解除劳动合同我们这些病人都不能够劳动每个月靠维楚公司发的1056元的工资生活加上每个月吃药就要好几百如果解除劳动合同了我们这些病人该怎么办没有了生活来源将怎么生活下去本人要求能够退职起码有一点生活保障可是公司人力资源部说现在劳动法没有这一条我们这些病人该何去何从希望能得到领导的答复,0,0
2,207677,A00048752,A3区坪塘镇白泉村润泉山庄拖欠我们的工钱！,2019/3/5 20:31,尊敬的领导您们好我们是C市人现在请青天大老爷为我们做主我们是在位于A市A3区坪塘镇白泉村润泉山庄为了山庄的建设我于2007年一2013年当时带了叁拾多人在山庄从安装地下排水管做起以后建别墅建塘建桥水塘铺石子建游泳池等工作因为在2013年山庄经营不善宣布破产致使欠我们的工人工资无着落山庄当时还欠我工人工资343720元从那时起我也就没过一个安稳年每年年终都有人找我要工资我也只有跟工人解释在山庄卖了以后国家不会少了你们的工资因为农民工的工资是受劳动法的保护现在由于政府部门和管理人员的共同努人终于在2019年1月12日与广州市银元商贸城有限公司购买成交所得款肆仟伍佰万元4500000万元本来以为我们的工资能得到解决对工人也有所交待但是现在的结果让我很失望现在管理人员只付清了A市当地的所有久款C市也有拾多人付清因为C市这边拾多人中有一部分是山庄的管理人员还有一部分与管理人关系好一些A市当地的集资款也得到了解决还付了叁个月的利息管理人员讲在破产中利益受损那为什么A市的集资款都能拿到利息而不解决我们的工人工资呢为什么我们不能得到解决这让我不明白今特上呈各级领导恳请各级领导本着公平公证和维护农民工的合法权益的相关法律付请润泉山庄所欠农民工工资34372002元我们感激不尽具报人黄志家电话年月日,0,0
2,211155,A000110712,A市退休工资调整不当，如何处理？,2019/2/7 20:33,我们单位是事业编制企业管理实行岗位工资制退休后才按档案工资退休但因人事干部的工作失职没有按国家政策及时调整增加职工的档案工资导致我单位全体职工退休后工资比同系统同级别的退休人员工资要少一到二个档几百元钱我马上就面临退休但单位还迟迟没有解决这个问题请问这种因单位工作失职却要个人承担损失情况该找什么部门处理有什么办法能解决求解,0,0
2,228386,A00061821,对西地省高速公路建设开发总公司薪酬改革合理性的质疑,2019/1/30 4:28,西地省高速公路管理局顺应改革浪潮在这的改革期间集团总公司大会小会不断的喊着高尚的口号合理深化改革转变稳定人心一年多的时间基层员工的预发工资忽悠到过渡工资试问领导们这是极尽忽悠下属员工之能承诺改制后合理分配基层员工工资会有大幅提高这对于多年来一直拿着微薄薪水每天工作灰头土脸的基层员工来讲无疑是一针兴奋剂结果改制后发现只有三千多吗而基层领导干部工资涨幅却是坐了火箭一样低则八千多高则上万是基层的十来倍体制改革成了领导干部的狂欢盛宴成了基层员工的一凉幽梦苦逼了一线工作人员的身心甚至有些工作几十年老同志待遇还不到一个基层副职的十分之一当你们领导高高在上享受着双休日和节假日的欢乐时你们把那些24小时坐在三尺岗亭里的收费员昏天地暗的白天黑夜的倒班开着连安全气囊都没有的车上路巡查的路政员刮风下雨严寒酷暑都在路面清理垃圾障碍物的养护人员加班加到深夜赶着资料还要继续上夜班的员工切身利益置于何地这些基层员工没有节假日的家人团聚更没有加班费三倍工资一说只有默默的奋斗在自己的岗位和望眼欲穿仅有的杯水车薪殊不知领导们有何感想呢也不知道这种薪资改革是否有法可依有章可循而今改革这般程度领导们所谓的降本增效就是这般剥削基层员工微薄的收入来增加你们领导的腰包吗你们从来不考虑基层员工的死活了吗一年快结束了马上新年了那些还坚守在一线为春运两客一危奋战的基层员工最后希望都破灭了听闻关于年终奖金的发放敢问总公司的领导们你们这种发放方案是为你们领导自己量身定制的吗你们是怎么想出来这种中层干部发几万处级领导发上十万甚至十几万的年终奖而基层员工年底发4000块差距达到十几二十倍这就是领导所谓的降本增效成果吗这就是基层员工苦苦等待一年的结果领导们所谓的稳定人心就是私饱这些高中层干部的腰包吗请问你们这些领导的高度何在人心何向置基层员工的死活吗基层员工都是上有老下有小拿这4000元怎么过年1而今房价过万物价上涨飞快工资三千多员工怎么活2018年过完了从预发工资转为过渡工资这是要忽悠基层员工到什么时候从2014年起按企业算这几年工资未按企业发养老保险又要按企业扣扣完每月只有两千多元元的工资这是在压榨员工身上的血吗这些员工的生活状态岌岌可危恳请上级部门领导关注高速公路全体一线员工的工作狀況考虑基层员工的生活不易给出合理解释制定出公开公正合理的薪酬分配方案,0,2
2,232471,A000108112,西地省楚雅名未健康管理有限公司长期拖欠员工工资,2019/6/13 20:11,尊敬的市领导您好我原为西地省楚雅名未健康管理有限公司的一名员工因公司拖欠2018920191工资中间为阻止员工集体寻找法律途径几次诱导哄骗员工承诺多次会在几日后或某月某日前发放所有工资但次次失言我们都是有老人孩子负担不轻的人生活因此陷入困境不得不劳动仲裁仲裁结果已经出来西地省楚雅名未却选择无视使我们感觉状告无门无处申冤我们迫切要求政府出面整肃公司这种老赖行为为我们做主不能官官相护无视我们底层劳动人民的困境苦处请市领导到公司调查帮我们追回辛苦血汗换来的劳动报酬盼回信此致,0,16
2,244956,A00041030,A3区蒲洋项目老板拖欠工程款,2019/1/21 11:04,我一个老老实实本本分分的农村人通过自己的努力在我们当地建筑行业慢慢积攒了一些口碑家有贤妻一双可爱的儿女靠着自己的勤奋日子过得红红火火原以为这样平静的日子会一直过下去但是在2013年4月的某一天所有的幸福被戛然而止现在的我患有严重的抑郁症并且身上背负着100个农民工家庭的生计这一切的罪魁祸首就是有权有势的城里老板陈峰艳所有的故事还得从头说起2013年的4月份通过同村在城里工作的朋友介绍怀揣着满心的期许承接了通过A3区政府招商引资过来的西地省洋浦节能科技股份有限公司LED芯片制造基地总部大楼简称蒲洋项目当时的我无比感激这不仅能让我自己一家人的生活过得更好更是能带领我们十里八乡的农民工兄弟共同致富一切都在有条不紊的进行中每天最多只睡4个小时生怕工程进度出现任何差错终于在2014年8月按照合同规定完成了80的工程量在保质保量的情况下请求老板陈峰艳付给我该付的工程款老板一句无钱可付便将我打发对于我一个没有读过多少书在工地上生活了大半辈子的农村人而言这绝对是五雷轰顶的四个字啊无计可施的我只能向工程所在地的园区领导求助A3区学士高新产业园领导知道事情的来龙去脉后也是很关心我们这群农名工兄弟多次协调但是建设方老板陈峰艳言而无信一次次利用我们的淳朴信任到了时间节点就拒不付款为了生存为了不辜负和我一起打拼的农民工兄弟我一直到处求人请求正义站在我们这一方终于在2016年在A3区政府A3区政法委的正确引导下给了我们法律援助走上了司法程序并于2017年终审裁定蒲洋项目法人陈峰艳欠我们5500多万在走司法程序期间感谢A3区政府学士园区政府给我们解决了将近一千万元用于支付部分农民工工资所欠5500多万元在2017年2月走入执行阶段原以为事情就到此结束能还我一个平静的生活可惜没想到陈峰艳是一个彻头彻尾的骗子骗了我骗了百来个农名工兄弟更是欺骗政府行径可耻目前陈峰艳早已债台高垒根本没有能力支付我们的欠款更谈不上重新启动蒲洋项目的建设法院只有通过拍卖我们所建项目来偿还我们的欠款但是拍卖过程中因蒲洋项目手续不全土地款都没有交法院和区政法委处理比较棘手现在A3区政府专门为我们的事成立了工作组陈峰艳现在是故技重演多次忽悠政府在重新找合作伙伴想起死回生但是一年多来一直没有实质性的进展2018年11月A3区政府研究决定在一个月内把蒲洋项目手续办好现在农历年年前把我的工程款执行到位可是现在到了2019年1月中下旬不知道出于什么原因办手续杳无音信了我的工程款也毫无着落现已近年关对我来说就是鬼门关一直以来我相信政府依靠政府也感谢A3区政府给予的帮助但是就是怕陈峰艳再次欺骗了各位领导暗中操作阻挠执行进度为建蒲洋项目我借遍亲朋好友的钱将近有三千万还欠材料商材料款和农民工工资两千多万自己的资产已全部变卖付农民工工资妻子不忍重负也离我而去这四年来将近一百多个家庭为这个项目操心撕肺心力憔悴没过一天安稳日子以致于我现在听到电话就神经衰弱严重抑郁我们现在一百多户家庭因蒲洋项目已基本返贫生活质量严重下降恳请各位良心人士能帮我一把救民于水火让正义永远站在正确的一边让我们看到家的希望国家法治的希望让我们早日脱离苦海一个永远相信正义的农村人向子东,0,2
2,245347,A00088389,A7县青山铺镇羊思坡修路补偿款一直没发放,2019/6/3 15:42,A7县青山铺镇羊思坡修路107调规线补偿款去年在多次投诉上访中于2018年10月份发放给村民80余款一直没动后续又有第二次100多万的补偿款到达村上村上没有任何公开信息就说差不多用完了没的分了现在村级财务不是要公开化透明化有没有真正的落实到位用之于民仅凭一面之词是不能说服村民的请领导予以调查第一次补偿款什么时候发放给村民一个合理解释谢谢,0,0
2,255122,A00084516,A2区爱之心养老公寓负责人擅自挪用资金,2019/8/7 19:21,A2区辖下的爱之心养老公寓2018年被纳入A2区重点建设工程项目政府和媒体一直对该公寓作过很多正面报道和宣传本着对政府扶植的公司的信任我们很多老人都预定了爱之心的床位我们定期两年合同到期就退还床位费然而该公寓负责人干X佳却肆意将我们老人的养老钱挪做他用致使无钱退还我们有2000多老人大部分是年逾古稀普遍患有心脑血管糖尿病甚至还有癌症疾病的老人其中有很多人正在住院急需救命钱我也是一个装了心脏起搏器的患者我是靠着最低退休工资维持每月生活省吃俭用余下这点养老钱今后需要靠着这点钱养老根据爱之心养老公寓的现状我们认为要解决爱之心目前的困局还必须请求政府迅速出手行驶综合措施才行为此我们恳求省领导对干X佳及爱之心养老公寓进行严肃追责维护好我们老年人的合法权益我们强烈要求退还我们购买的养老服务和预定床位的全部款项爱之心事件发生后所有会员老人们的情绪一直都十分激动愤怒现在只有恳请政府果断出手采取切实有效的措施才能够避免部分老年会员在情绪极度悲愤下发生不幸避免在更高更广的社会层面扩散不良影响让我们老年人的权益得到切实的保障拜托了,0,0
2,255281,A00032432,A8县畜牧系统退休工人何时才能领取退休金？,2019/9/11 9:28,尊敬的西地省A市A8县市委市人民政府各级领导A8县市牧工商公司系原A8县市畜牧水产局下属二级自收自支事业单位由于经济体制改革的原因A8县市牧工商公司1998年至今下属5个实体单位全部依靠微薄的房屋租金收入维持至今全公司共有272人其中退休人员72人在职干职200人A8县市牧工商公司在计划经济时代为A8县的发展作出了重大贡献当时公司农户模式享誉全国同时安置退伍士官退伍军人近40人大中专院校毕业安置60多人时至今日全公司共欠缴各项社保费职业年金合计424283581元其中单位部分313366934元个人部分110916647元共有干职工200人退休干职72人到目前为止13名退休人员不能正常领取退休金和报销医保另有一退休人员至死也没有领到社保局的一分钱退休金公司在职的200名干职工中各类丧失劳动能力的职工有10多人目前A市A8县市总工会扶助的贫困家庭有8户而且有56户基本无法脱贫A8县市牧工商公司下属4个法人单位仅靠微弱的租金维持有的没有发放下岗生活费有的发放200300元月不等随着档案工资上调单位部分从2018年开始靠政府财政解决但由于2014年至2018年所拨款项不够加之个人部分比例不断加大致使造成目前的情况也是A8县市目前唯一的特殊情况目前全公司下岗职工军转士官和退役军人群情激愤欲组织全体职工前往省市县进行上访为了维护单位稳定特向各级领导报告申请解决A8县市牧工商公司的民生问题给A8县的发展营造一个和谐的局面望各级领导解决为盼A8县市牧工商公司全体干职工呈上2019年8月21日,0,0
2,255516,A00048752,投诉A3区坪塘镇白泉村润泉山庄破产案分配不公,2019/3/11 20:18,尊敬各位领导您们好我们是C市人我原是在位于A市A3区坪塘镇白泉村润泉山庄为了山庄的建设我于2007年一2013年当时带了叁拾多人在山庄从安装地下排水管做起以后建别墅建塘建桥水塘铺石子建游泳池等工作因为在2013年山庄经营不善宣布破产致使欠我们的工人工资无着落山庄当时还欠我工人工资343720元从那时起我也就没过一个安稳年每年年终都有人找我要工资我也只有跟工人解释在山庄卖了以后国家不会少了你们的工资因为农民工的工资是受劳动法的保护现在由于政府部门和管理人员的共同努人终于在2019年1月12日与广州市银元商贸城有限公司购买成交所得款肆仟伍佰万元4500000万元本来以为我们的工资能得到解决对工人也有所交待但是现在的结果让我很失望现在管理人员只付清了A市当地的所有久款C市也有拾多人付清因为C市这边拾多人中有一部分是山庄的管理人员还有一部分与管理人关系好一些A市当地的集资款也得到了解决还付了叁个月的利息管理人员讲在破产中利益受损那为什么A市的集资款都能拿到利息而不解决我们的工人工资呢为什么我们不能得到解决这让我不明白今特上呈领导恳请领导为我们做主本着公平公证和维护农民工的合法权益的相关法律付清润泉山庄所欠农民工工资34372002元我们感激不尽具报人黄志家电话年3月9日,0,0
